scene_id,assigned_split,image_count,object_count,class_counts_json
MAR20_1798,train,1,3,"{""4"": 2, ""22"": 1}"
MAR20_1799,train,1,3,"{""19"": 3}"
MAR20_18,val,1,4,"{""13"": 4}"
MAR20_180,train,1,7,"{""9"": 6, ""15"": 1}"
MAR20_1800,train,1,6,"{""4"": 5, ""22"": 1}"
MAR20_1801,val,1,2,"{""8"": 1, ""18"": 1}"
MAR20_1802,train,1,6,"{""8"": 6}"
MAR20_1803,train,1,2,"{""16"": 2}"
MAR20_1804,train,1,7,"{""4"": 4, ""22"": 3}"
MAR20_1805,train,1,8,"{""10"": 8}"
MAR20_1806,train,1,2,"{""7"": 2}"
MAR20_1807,train,1,11,"{""8"": 11}"
MAR20_1808,train,1,5,"{""19"": 5}"
MAR20_1809,train,1,10,"{""19"": 10}"
MAR20_181,train,1,8,"{""9"": 8}"
MAR20_1810,train,1,3,"{""4"": 3}"
MAR20_1811,train,1,5,"{""4"": 5}"
MAR20_1812,train,1,10,"{""7"": 10}"
MAR20_1813,train,1,4,"{""20"": 4}"
MAR20_1814,val,1,6,"{""22"": 6}"
MAR20_1815,train,1,4,"{""8"": 4}"
MAR20_1816,train,1,9,"{""4"": 9}"
MAR20_1818,train,1,3,"{""5"": 1, ""12"": 2}"
MAR20_1819,train,1,4,"{""5"": 1, ""12"": 3}"
MAR20_182,train,1,3,"{""15"": 3}"
MAR20_1820,train,1,4,"{""23"": 4}"
MAR20_1821,train,1,6,"{""19"": 6}"
MAR20_1822,train,1,6,"{""15"": 3, ""20"": 3}"
MAR20_1823,train,1,11,"{""4"": 6, ""22"": 4, ""23"": 1}"
MAR20_1824,train,1,1,"{""8"": 1}"
MAR20_1827,train,1,2,"{""19"": 2}"
MAR20_1828,train,1,5,"{""17"": 5}"
MAR20_1829,train,1,9,"{""4"": 3, ""22"": 3, ""23"": 3}"
MAR20_1830,train,1,3,"{""18"": 3}"
MAR20_1831,val,1,5,"{""15"": 5}"
MAR20_1832,train,1,12,"{""12"": 3, ""19"": 9}"
MAR20_1834,val,1,7,"{""15"": 3, ""20"": 4}"
MAR20_1835,train,1,2,"{""15"": 2}"
MAR20_1836,train,1,4,"{""19"": 4}"
MAR20_1837,train,1,7,"{""22"": 7}"
MAR20_1838,val,1,4,"{""12"": 4}"
MAR20_1839,val,1,4,"{""11"": 1, ""14"": 2, ""17"": 1}"
MAR20_184,train,1,5,"{""15"": 5}"
MAR20_1840,train,1,2,"{""17"": 2}"
MAR20_1841,val,1,6,"{""8"": 6}"
MAR20_1842,train,1,5,"{""17"": 5}"
MAR20_1843,train,1,7,"{""19"": 7}"
MAR20_1844,train,1,7,"{""5"": 3, ""8"": 2, ""16"": 2}"
MAR20_1845,train,1,4,"{""6"": 2, ""7"": 2}"
MAR20_1846,train,1,5,"{""22"": 4, ""23"": 1}"
MAR20_1847,val,1,9,"{""11"": 9}"
MAR20_1848,train,1,11,"{""11"": 11}"
MAR20_1849,train,1,12,"{""19"": 12}"
MAR20_185,train,1,4,"{""15"": 4}"
MAR20_1850,train,1,1,"{""8"": 1}"
MAR20_1851,train,1,2,"{""8"": 2}"
MAR20_1852,train,1,6,"{""11"": 6}"
MAR20_1853,train,1,5,"{""17"": 5}"
MAR20_1854,train,1,7,"{""12"": 7}"
MAR20_1855,train,1,1,"{""12"": 1}"
MAR20_1856,train,1,11,"{""4"": 2, ""22"": 2, ""23"": 7}"
MAR20_1857,val,1,3,"{""14"": 1, ""17"": 2}"
MAR20_1858,train,1,9,"{""13"": 9}"
MAR20_1859,val,1,6,"{""19"": 6}"
MAR20_186,train,1,11,"{""15"": 11}"
MAR20_1860,train,1,6,"{""14"": 1, ""17"": 5}"
MAR20_1862,train,1,3,"{""18"": 3}"
MAR20_1863,train,1,6,"{""10"": 5, ""14"": 1}"
MAR20_1864,train,1,4,"{""6"": 1, ""19"": 3}"
MAR20_1865,train,1,6,"{""17"": 6}"
MAR20_1866,train,1,1,"{""8"": 1}"
MAR20_1867,train,1,5,"{""16"": 5}"
MAR20_1870,train,1,5,"{""20"": 5}"
MAR20_1872,train,1,3,"{""18"": 3}"
MAR20_1873,train,1,2,"{""4"": 2}"
MAR20_1876,train,1,1,"{""14"": 1}"
MAR20_1877,val,1,4,"{""17"": 4}"
MAR20_1879,train,1,5,"{""20"": 5}"
MAR20_188,val,1,2,"{""15"": 2}"
MAR20_1881,train,1,8,"{""13"": 8}"
MAR20_1882,train,1,8,"{""22"": 8}"
MAR20_1883,val,1,2,"{""8"": 2}"
MAR20_1884,train,1,1,"{""4"": 1}"
MAR20_1885,train,1,8,"{""22"": 8}"
MAR20_1889,train,1,1,"{""19"": 1}"
MAR20_189,train,1,6,"{""15"": 6}"
MAR20_1891,val,1,6,"{""16"": 6}"
MAR20_1892,train,1,6,"{""11"": 6}"
MAR20_1893,train,1,2,"{""17"": 2}"
MAR20_1894,train,1,7,"{""22"": 3, ""23"": 4}"
MAR20_1895,train,1,6,"{""19"": 6}"
MAR20_1896,train,1,7,"{""8"": 7}"
MAR20_1897,train,1,4,"{""4"": 4}"
MAR20_1898,train,1,8,"{""19"": 8}"
MAR20_1899,train,1,7,"{""7"": 6, ""12"": 1}"
MAR20_19,val,1,5,"{""13"": 5}"
MAR20_190,train,1,8,"{""15"": 8}"
MAR20_1900,val,1,6,"{""8"": 6}"
MAR20_1902,train,1,6,"{""4"": 4, ""22"": 2}"
MAR20_1903,train,1,4,"{""7"": 4}"
MAR20_1904,train,1,7,"{""15"": 4, ""20"": 3}"
MAR20_1905,train,1,5,"{""23"": 5}"
MAR20_1906,train,1,8,"{""13"": 8}"
MAR20_1907,train,1,6,"{""17"": 6}"
MAR20_1908,train,1,7,"{""19"": 7}"
MAR20_1909,train,1,4,"{""20"": 4}"
MAR20_191,train,1,3,"{""4"": 3}"
MAR20_1910,train,1,7,"{""19"": 7}"
MAR20_1914,train,1,3,"{""15"": 2, ""20"": 1}"
MAR20_1915,train,1,6,"{""15"": 3, ""20"": 3}"
MAR20_1916,val,1,3,"{""17"": 3}"
MAR20_1917,train,1,3,"{""20"": 3}"
MAR20_1918,train,1,2,"{""19"": 2}"
MAR20_192,val,1,1,"{""15"": 1}"
MAR20_1921,val,1,4,"{""14"": 4}"
MAR20_1923,train,1,6,"{""13"": 6}"
MAR20_1924,train,1,5,"{""4"": 4, ""22"": 1}"
MAR20_1925,train,1,13,"{""5"": 13}"
MAR20_1926,train,1,2,"{""23"": 2}"
MAR20_1927,train,1,19,"{""19"": 19}"
MAR20_1929,train,1,6,"{""10"": 2, ""14"": 1, ""17"": 3}"
MAR20_193,val,1,7,"{""23"": 7}"
MAR20_1930,train,1,15,"{""22"": 15}"
MAR20_1931,val,1,21,"{""5"": 21}"
MAR20_1934,train,1,14,"{""8"": 1, ""16"": 13}"
MAR20_1935,train,1,2,"{""18"": 2}"
MAR20_1936,train,1,12,"{""19"": 12}"
MAR20_1937,val,1,2,"{""10"": 2}"
MAR20_1938,train,1,1,"{""5"": 1}"
MAR20_1939,train,1,6,"{""22"": 1, ""23"": 5}"
MAR20_194,train,1,1,"{""15"": 1}"
MAR20_1940,val,1,6,"{""4"": 6}"
MAR20_1941,train,1,6,"{""16"": 4, ""18"": 2}"
MAR20_1943,train,1,12,"{""16"": 12}"
MAR20_1944,train,1,6,"{""16"": 6}"
MAR20_1945,train,1,3,"{""14"": 3}"
MAR20_1946,train,1,3,"{""7"": 3}"
MAR20_1947,train,1,2,"{""12"": 2}"
MAR20_1948,train,1,6,"{""22"": 1, ""23"": 5}"
MAR20_1949,train,1,3,"{""19"": 3}"
MAR20_195,train,1,1,"{""15"": 1}"
MAR20_1950,val,1,3,"{""19"": 3}"
MAR20_1951,train,1,3,"{""11"": 3}"
MAR20_1952,val,1,5,"{""8"": 1, ""18"": 4}"
MAR20_1953,train,1,7,"{""17"": 7}"
MAR20_1954,train,1,2,"{""20"": 2}"
MAR20_1955,train,1,5,"{""7"": 5}"
MAR20_1956,val,1,5,"{""23"": 5}"
MAR20_1957,train,1,3,"{""7"": 3}"
MAR20_1958,train,1,6,"{""17"": 6}"
MAR20_196,train,1,2,"{""15"": 2}"
MAR20_1960,train,1,8,"{""8"": 8}"
MAR20_1961,val,1,4,"{""22"": 1, ""23"": 3}"
MAR20_1962,train,1,3,"{""4"": 3}"
MAR20_1963,val,1,12,"{""12"": 12}"
MAR20_1965,train,1,8,"{""19"": 8}"
MAR20_1966,train,1,6,"{""15"": 3, ""20"": 3}"
MAR20_1967,train,1,3,"{""17"": 3}"
MAR20_1968,val,1,3,"{""17"": 3}"
MAR20_1969,train,1,5,"{""6"": 2, ""17"": 3}"
MAR20_197,train,1,4,"{""15"": 4}"
MAR20_1970,val,1,2,"{""5"": 1, ""12"": 1}"
MAR20_1971,train,1,3,"{""17"": 3}"
MAR20_1972,train,1,8,"{""10"": 8}"
MAR20_1973,train,1,2,"{""17"": 1, ""18"": 1}"
MAR20_1974,train,1,6,"{""10"": 1, ""14"": 3, ""17"": 2}"
MAR20_1976,train,1,5,"{""8"": 3, ""18"": 2}"
MAR20_1977,train,1,5,"{""17"": 5}"
MAR20_1978,val,1,1,"{""8"": 1}"
MAR20_1979,train,1,9,"{""16"": 4, ""18"": 5}"
MAR20_198,train,1,3,"{""15"": 3}"
MAR20_1980,train,1,8,"{""5"": 1, ""11"": 1, ""16"": 3, ""17"": 3}"
MAR20_1981,train,1,4,"{""10"": 4}"
MAR20_1983,train,1,8,"{""6"": 2, ""7"": 6}"
MAR20_1984,val,1,4,"{""20"": 4}"
MAR20_1986,train,1,8,"{""15"": 8}"
MAR20_1987,train,1,6,"{""10"": 6}"
MAR20_1988,train,1,5,"{""4"": 4, ""22"": 1}"
MAR20_1989,val,1,5,"{""22"": 5}"
MAR20_199,train,1,5,"{""15"": 5}"
MAR20_1990,val,1,2,"{""19"": 2}"
MAR20_1991,train,1,2,"{""8"": 2}"
MAR20_1992,train,1,5,"{""14"": 2, ""17"": 3}"
MAR20_1993,train,1,4,"{""20"": 4}"
MAR20_1994,val,1,6,"{""7"": 6}"
MAR20_1995,train,1,11,"{""19"": 11}"
MAR20_1996,train,1,4,"{""4"": 4}"
MAR20_1997,val,1,7,"{""15"": 7}"
MAR20_1998,train,1,11,"{""7"": 11}"
MAR20_1999,val,1,8,"{""16"": 8}"
MAR20_2,val,1,4,"{""5"": 1, ""13"": 3}"
MAR20_20,train,1,3,"{""13"": 3}"
MAR20_200,val,1,7,"{""15"": 7}"
MAR20_2000,train,1,6,"{""19"": 6}"
MAR20_2001,train,1,3,"{""19"": 3}"
MAR20_2002,train,1,5,"{""6"": 5}"
MAR20_2004,train,1,8,"{""4"": 5, ""22"": 3}"
MAR20_2006,train,1,6,"{""16"": 6}"
MAR20_2007,train,1,8,"{""5"": 2, ""8"": 4, ""16"": 2}"
MAR20_2008,train,1,2,"{""15"": 1, ""20"": 1}"
MAR20_2009,val,1,5,"{""18"": 5}"
MAR20_2011,train,1,2,"{""8"": 2}"
MAR20_2012,train,1,7,"{""11"": 7}"
MAR20_2013,train,1,2,"{""5"": 1, ""21"": 1}"
MAR20_2014,train,1,4,"{""17"": 4}"
MAR20_2015,train,1,2,"{""15"": 1, ""20"": 1}"
MAR20_2016,val,1,4,"{""17"": 4}"
MAR20_2017,train,1,8,"{""23"": 8}"
MAR20_2018,train,1,5,"{""4"": 5}"
MAR20_2019,train,1,2,"{""16"": 2}"
MAR20_202,val,1,4,"{""15"": 4}"
MAR20_2020,train,1,3,"{""5"": 1, ""6"": 2}"
MAR20_2021,train,1,6,"{""4"": 1, ""15"": 3, ""20"": 2}"
MAR20_2022,train,1,7,"{""14"": 7}"
MAR20_2023,train,1,16,"{""5"": 8, ""17"": 8}"
MAR20_2024,val,1,5,"{""6"": 5}"
MAR20_2026,train,1,5,"{""14"": 2, ""17"": 3}"
MAR20_2027,train,1,7,"{""11"": 7}"
MAR20_2028,train,1,16,"{""5"": 16}"
MAR20_2029,val,1,4,"{""5"": 4}"
MAR20_203,val,1,11,"{""22"": 6, ""23"": 5}"
MAR20_2030,val,1,5,"{""10"": 1, ""11"": 4}"
MAR20_2031,val,1,8,"{""16"": 8}"
MAR20_2032,val,1,1,"{""11"": 1}"
MAR20_2033,train,1,8,"{""16"": 8}"
MAR20_2034,train,1,4,"{""7"": 4}"
MAR20_2035,train,1,10,"{""19"": 10}"
MAR20_2036,val,1,2,"{""17"": 2}"
MAR20_2038,train,1,7,"{""19"": 7}"
MAR20_2039,train,1,4,"{""22"": 4}"
MAR20_204,train,1,2,"{""15"": 2}"
MAR20_2041,train,1,23,"{""19"": 23}"
MAR20_2042,train,1,6,"{""17"": 6}"
MAR20_2043,train,1,6,"{""15"": 2, ""20"": 3, ""23"": 1}"
MAR20_2044,train,1,1,"{""8"": 1}"
MAR20_2046,val,1,4,"{""18"": 4}"
MAR20_2047,val,1,2,"{""6"": 1, ""17"": 1}"
MAR20_2048,train,1,5,"{""15"": 2, ""20"": 3}"
MAR20_205,val,1,8,"{""20"": 8}"
MAR20_2051,train,1,6,"{""17"": 6}"
MAR20_2053,train,1,5,"{""4"": 5}"
MAR20_2054,train,1,9,"{""8"": 9}"
MAR20_2055,train,1,5,"{""6"": 5}"
MAR20_2057,train,1,15,"{""16"": 15}"
MAR20_2058,val,1,5,"{""15"": 1, ""20"": 4}"
MAR20_2059,train,1,10,"{""4"": 9, ""22"": 1}"
MAR20_206,train,1,7,"{""9"": 2, ""20"": 5}"
MAR20_2061,train,1,13,"{""19"": 13}"
MAR20_2062,train,1,4,"{""18"": 4}"
MAR20_2063,train,1,5,"{""22"": 2, ""23"": 3}"
MAR20_2064,train,1,5,"{""14"": 3, ""17"": 2}"
MAR20_2065,train,1,14,"{""13"": 14}"
MAR20_2067,train,1,6,"{""10"": 1, ""14"": 3, ""17"": 2}"
MAR20_207,train,1,7,"{""9"": 1, ""15"": 1, ""20"": 5}"
MAR20_2070,train,1,2,"{""20"": 2}"
MAR20_2071,train,1,5,"{""10"": 1, ""14"": 3, ""17"": 1}"
MAR20_2073,train,1,4,"{""20"": 4}"
MAR20_2074,train,1,3,"{""15"": 1, ""20"": 2}"
MAR20_2075,train,1,2,"{""17"": 2}"
MAR20_2076,train,1,6,"{""5"": 6}"
MAR20_2077,val,1,8,"{""10"": 8}"
MAR20_2078,train,1,1,"{""12"": 1}"
MAR20_2079,train,1,6,"{""17"": 6}"
MAR20_2080,train,1,4,"{""15"": 3, ""20"": 1}"
MAR20_2082,train,1,4,"{""17"": 4}"
MAR20_2083,train,1,4,"{""23"": 4}"
MAR20_2084,train,1,4,"{""15"": 1, ""20"": 3}"
MAR20_2085,val,1,10,"{""19"": 10}"
MAR20_2086,train,1,3,"{""16"": 3}"
MAR20_2087,train,1,4,"{""15"": 1, ""20"": 3}"
MAR20_209,val,1,5,"{""9"": 2, ""20"": 3}"
MAR20_2090,val,1,5,"{""22"": 5}"
MAR20_2091,train,1,4,"{""16"": 4}"
MAR20_2092,val,1,3,"{""22"": 3}"
MAR20_2093,train,1,4,"{""22"": 3, ""23"": 1}"
MAR20_2094,train,1,4,"{""8"": 1, ""18"": 3}"
MAR20_2096,train,1,3,"{""6"": 2, ""7"": 1}"
MAR20_2097,train,1,3,"{""9"": 3}"
MAR20_2098,train,1,7,"{""11"": 7}"
MAR20_2099,train,1,5,"{""10"": 1, ""14"": 2, ""17"": 2}"
MAR20_21,train,1,14,"{""13"": 14}"
MAR20_210,train,1,14,"{""9"": 2, ""20"": 12}"
MAR20_2100,train,1,4,"{""20"": 4}"
MAR20_2101,train,1,4,"{""20"": 4}"
MAR20_2102,train,1,1,"{""19"": 1}"
MAR20_2104,train,1,7,"{""5"": 7}"
MAR20_2105,val,1,3,"{""15"": 3}"
MAR20_2106,val,1,4,"{""11"": 4}"
MAR20_2107,train,1,5,"{""4"": 4, ""22"": 1}"
MAR20_2109,val,1,10,"{""4"": 3, ""22"": 7}"
MAR20_211,train,1,12,"{""9"": 4, ""20"": 8}"
MAR20_2110,train,1,8,"{""16"": 8}"
MAR20_2112,val,1,2,"{""11"": 2}"
MAR20_2113,train,1,3,"{""23"": 3}"
MAR20_2115,train,1,13,"{""8"": 13}"
MAR20_2116,train,1,7,"{""11"": 7}"
MAR20_2117,val,1,1,"{""8"": 1}"
MAR20_2118,train,1,11,"{""13"": 11}"
MAR20_212,train,1,3,"{""9"": 1, ""20"": 2}"
MAR20_2120,train,1,21,"{""5"": 21}"
MAR20_2121,train,1,3,"{""17"": 3}"
MAR20_2122,val,1,4,"{""20"": 4}"
MAR20_2123,train,1,2,"{""17"": 2}"
MAR20_2124,train,1,6,"{""13"": 6}"
MAR20_2125,train,1,4,"{""16"": 2, ""19"": 2}"
MAR20_2126,train,1,2,"{""17"": 2}"
MAR20_2127,train,1,3,"{""14"": 3}"
MAR20_2129,train,1,17,"{""5"": 6, ""17"": 11}"
MAR20_213,train,1,4,"{""9"": 2, ""20"": 2}"
MAR20_2130,val,1,7,"{""16"": 7}"
MAR20_2131,train,1,14,"{""17"": 14}"
MAR20_2132,train,1,7,"{""5"": 7}"
MAR20_2133,train,1,3,"{""22"": 1, ""23"": 2}"
MAR20_2134,train,1,8,"{""15"": 5, ""20"": 3}"
MAR20_2136,train,1,4,"{""23"": 4}"
MAR20_2140,train,1,3,"{""10"": 3}"
MAR20_2143,train,1,4,"{""8"": 2, ""19"": 2}"
MAR20_2144,val,1,15,"{""19"": 15}"
MAR20_2145,train,1,5,"{""15"": 2, ""20"": 3}"
MAR20_2146,train,1,4,"{""12"": 4}"
MAR20_2147,train,1,6,"{""16"": 6}"
MAR20_2148,train,1,2,"{""11"": 1, ""13"": 1}"
MAR20_2149,train,1,5,"{""11"": 2, ""13"": 1, ""17"": 1, ""21"": 1}"
MAR20_215,train,1,11,"{""9"": 5, ""20"": 6}"
MAR20_2151,train,1,2,"{""17"": 2}"
MAR20_2152,val,1,3,"{""5"": 1, ""12"": 2}"
MAR20_2153,val,1,15,"{""16"": 15}"
MAR20_2154,train,1,3,"{""20"": 3}"
MAR20_2155,train,1,5,"{""17"": 5}"
MAR20_2156,val,1,6,"{""4"": 6}"
MAR20_2158,val,1,3,"{""20"": 3}"
MAR20_2159,train,1,6,"{""10"": 6}"
MAR20_216,train,1,5,"{""9"": 3, ""20"": 2}"
MAR20_2160,train,1,11,"{""4"": 11}"
MAR20_2162,train,1,4,"{""19"": 4}"
MAR20_2164,val,1,2,"{""10"": 2}"
MAR20_2165,train,1,3,"{""5"": 2, ""6"": 1}"
MAR20_2166,train,1,6,"{""16"": 6}"
MAR20_2168,val,1,10,"{""10"": 10}"
MAR20_2169,train,1,8,"{""17"": 8}"
MAR20_217,train,1,4,"{""9"": 1, ""20"": 3}"
MAR20_2170,train,1,11,"{""5"": 4, ""17"": 7}"
MAR20_2171,train,1,1,"{""19"": 1}"
MAR20_2172,train,1,4,"{""7"": 4}"
MAR20_2174,train,1,5,"{""15"": 2, ""20"": 3}"
MAR20_2176,val,1,7,"{""4"": 4, ""22"": 3}"
MAR20_2178,train,1,2,"{""17"": 2}"
MAR20_2179,train,1,3,"{""18"": 3}"
MAR20_218,val,1,5,"{""9"": 2, ""20"": 3}"
MAR20_2180,train,1,6,"{""4"": 5, ""22"": 1}"
MAR20_2181,train,1,16,"{""19"": 16}"
MAR20_2184,train,1,3,"{""23"": 3}"
MAR20_2185,train,1,5,"{""15"": 4, ""20"": 1}"
MAR20_2186,train,1,2,"{""19"": 2}"
MAR20_2187,train,1,3,"{""20"": 3}"
MAR20_2189,train,1,6,"{""23"": 6}"
MAR20_2190,train,1,8,"{""19"": 8}"
MAR20_2191,train,1,2,"{""22"": 2}"
MAR20_2192,train,1,12,"{""19"": 12}"
MAR20_2193,train,1,5,"{""4"": 5}"
MAR20_2194,train,1,3,"{""13"": 3}"
MAR20_2195,train,1,3,"{""12"": 3}"
MAR20_2196,train,1,11,"{""6"": 2, ""17"": 3, ""21"": 6}"
MAR20_2197,train,1,10,"{""16"": 3, ""18"": 7}"
MAR20_2198,train,1,2,"{""5"": 1, ""10"": 1}"
MAR20_2199,train,1,1,"{""10"": 1}"
MAR20_22,train,1,3,"{""13"": 3}"
MAR20_220,val,1,11,"{""9"": 6, ""15"": 1, ""20"": 4}"
MAR20_2200,train,1,2,"{""20"": 2}"
MAR20_2201,train,1,6,"{""8"": 6}"
MAR20_2202,train,1,7,"{""15"": 4, ""20"": 3}"
MAR20_2203,train,1,5,"{""18"": 5}"
MAR20_2204,train,1,9,"{""19"": 9}"
MAR20_2206,val,1,11,"{""19"": 11}"
MAR20_2208,train,1,4,"{""4"": 4}"
MAR20_221,train,1,6,"{""20"": 6}"
MAR20_2210,train,1,38,"{""12"": 38}"
MAR20_2211,val,1,1,"{""23"": 1}"
MAR20_2212,train,1,5,"{""20"": 5}"
MAR20_2214,train,1,9,"{""4"": 7, ""22"": 2}"
MAR20_2215,train,1,5,"{""11"": 2, ""13"": 3}"
MAR20_2216,train,1,7,"{""19"": 7}"
MAR20_2217,train,1,3,"{""16"": 3}"
MAR20_2218,val,1,11,"{""19"": 11}"
MAR20_2219,train,1,5,"{""13"": 5}"
MAR20_222,train,1,13,"{""20"": 13}"
MAR20_2220,train,1,3,"{""16"": 3}"
MAR20_2222,train,1,3,"{""12"": 3}"
MAR20_2224,val,1,1,"{""22"": 1}"
MAR20_2225,val,1,3,"{""10"": 2, ""21"": 1}"
MAR20_2226,train,1,3,"{""18"": 3}"
MAR20_2228,train,1,6,"{""11"": 3, ""13"": 2, ""17"": 1}"
MAR20_2229,val,1,6,"{""19"": 6}"
MAR20_223,train,1,11,"{""20"": 11}"
MAR20_2230,train,1,12,"{""6"": 10, ""17"": 2}"
MAR20_2232,train,1,2,"{""17"": 2}"
MAR20_2233,train,1,6,"{""14"": 6}"
MAR20_2235,train,1,3,"{""20"": 3}"
MAR20_2236,train,1,4,"{""6"": 4}"
MAR20_2237,train,1,3,"{""23"": 3}"
MAR20_2238,train,1,9,"{""6"": 9}"
MAR20_2239,train,1,5,"{""23"": 5}"
MAR20_2240,train,1,4,"{""5"": 4}"
MAR20_2241,val,1,4,"{""11"": 2, ""13"": 2}"
MAR20_2243,train,1,5,"{""17"": 5}"
MAR20_2244,train,1,7,"{""10"": 1, ""11"": 2, ""14"": 2, ""17"": 2}"
MAR20_2247,val,1,6,"{""4"": 4, ""22"": 2}"
MAR20_2249,train,1,5,"{""13"": 5}"
MAR20_225,train,1,8,"{""11"": 8}"
MAR20_2250,train,1,14,"{""4"": 11, ""22"": 3}"
MAR20_2251,val,1,4,"{""4"": 4}"
MAR20_2253,train,1,12,"{""19"": 12}"
MAR20_2254,train,1,3,"{""23"": 3}"
MAR20_2255,train,1,1,"{""8"": 1}"
MAR20_2256,train,1,4,"{""6"": 4}"
MAR20_2257,train,1,6,"{""17"": 6}"
MAR20_2259,train,1,8,"{""19"": 8}"
MAR20_226,train,1,6,"{""11"": 6}"
MAR20_2260,train,1,4,"{""6"": 2, ""7"": 1, ""17"": 1}"
MAR20_2261,train,1,3,"{""15"": 3}"
MAR20_2262,train,1,5,"{""4"": 5}"
MAR20_2263,val,1,7,"{""22"": 7}"
MAR20_2265,train,1,7,"{""4"": 7}"
MAR20_2266,train,1,6,"{""4"": 5, ""22"": 1}"
MAR20_2267,train,1,6,"{""17"": 6}"
MAR20_2268,train,1,5,"{""6"": 4, ""17"": 1}"
MAR20_2270,train,1,1,"{""6"": 1}"
MAR20_2272,train,1,3,"{""4"": 3}"
MAR20_2273,train,1,2,"{""6"": 1, ""14"": 1}"
MAR20_2275,train,1,3,"{""11"": 3}"
MAR20_2276,train,1,6,"{""13"": 6}"
MAR20_2277,val,1,1,"{""8"": 1}"
MAR20_2278,train,1,7,"{""7"": 1, ""21"": 6}"
MAR20_2279,train,1,6,"{""11"": 6}"
MAR20_2280,train,1,14,"{""7"": 1, ""16"": 13}"
MAR20_2281,val,1,4,"{""6"": 1, ""17"": 3}"
MAR20_2282,train,1,6,"{""4"": 6}"
MAR20_2283,train,1,4,"{""22"": 4}"
MAR20_2284,train,1,9,"{""4"": 9}"
MAR20_2285,val,1,16,"{""19"": 16}"
MAR20_2286,val,1,5,"{""11"": 5}"
MAR20_2289,val,1,3,"{""17"": 3}"
MAR20_229,train,1,4,"{""11"": 4}"
MAR20_2290,train,1,6,"{""11"": 6}"
MAR20_2291,train,1,3,"{""12"": 1, ""19"": 2}"
MAR20_2292,val,1,1,"{""14"": 1}"
MAR20_2293,train,1,9,"{""19"": 9}"
MAR20_2295,train,1,4,"{""12"": 4}"
MAR20_2297,train,1,5,"{""5"": 5}"
MAR20_230,train,1,4,"{""11"": 4}"
MAR20_2300,train,1,6,"{""16"": 6}"
MAR20_2301,train,1,5,"{""8"": 5}"
MAR20_2302,train,1,1,"{""22"": 1}"
MAR20_2303,train,1,7,"{""15"": 4, ""20"": 3}"
MAR20_2304,train,1,2,"{""8"": 2}"
MAR20_2305,train,1,3,"{""5"": 3}"
MAR20_2306,train,1,5,"{""20"": 5}"
MAR20_2307,train,1,2,"{""10"": 2}"
MAR20_2308,train,1,3,"{""20"": 3}"
MAR20_2309,train,1,5,"{""10"": 1, ""11"": 1, ""13"": 2, ""21"": 1}"
MAR20_231,train,1,16,"{""6"": 3, ""21"": 13}"
MAR20_2310,train,1,4,"{""14"": 4}"
MAR20_2311,train,1,5,"{""20"": 5}"
MAR20_2312,val,1,3,"{""5"": 1, ""12"": 2}"
MAR20_2313,train,1,6,"{""18"": 6}"
MAR20_2315,train,1,3,"{""23"": 3}"
MAR20_2316,train,1,5,"{""10"": 5}"
MAR20_2317,train,1,4,"{""22"": 4}"
MAR20_2318,val,1,4,"{""18"": 4}"
MAR20_2319,train,1,5,"{""18"": 5}"
MAR20_232,train,1,13,"{""11"": 13}"
MAR20_2320,train,1,3,"{""5"": 1, ""6"": 2}"
MAR20_2321,val,1,5,"{""4"": 3, ""22"": 2}"
MAR20_2322,train,1,8,"{""4"": 6, ""22"": 2}"
MAR20_2323,train,1,1,"{""14"": 1}"
MAR20_2324,train,1,10,"{""13"": 10}"
MAR20_2325,train,1,9,"{""22"": 9}"
MAR20_2326,val,1,1,"{""8"": 1}"
MAR20_2327,train,1,4,"{""23"": 4}"
MAR20_233,train,1,6,"{""11"": 6}"
MAR20_2331,train,1,2,"{""14"": 1, ""17"": 1}"
MAR20_2334,val,1,2,"{""11"": 1, ""17"": 1}"
MAR20_2336,train,1,3,"{""15"": 3}"
MAR20_2337,train,1,6,"{""13"": 6}"
MAR20_2339,train,1,4,"{""20"": 4}"
MAR20_2340,train,1,5,"{""11"": 5}"
MAR20_2342,val,1,4,"{""18"": 4}"
MAR20_2343,train,1,6,"{""12"": 6}"
MAR20_2344,train,1,6,"{""8"": 6}"
MAR20_2345,train,1,4,"{""17"": 4}"
MAR20_2346,train,1,4,"{""22"": 4}"
MAR20_2347,train,1,5,"{""5"": 2, ""12"": 3}"
MAR20_2348,train,1,3,"{""20"": 3}"
MAR20_235,train,1,5,"{""11"": 5}"
MAR20_2350,train,1,2,"{""18"": 2}"
MAR20_2353,train,1,12,"{""19"": 12}"
MAR20_2356,train,1,4,"{""12"": 1, ""14"": 1, ""17"": 2}"
MAR20_2357,train,1,4,"{""11"": 2, ""13"": 2}"
MAR20_236,train,1,5,"{""11"": 5}"
MAR20_2360,train,1,5,"{""22"": 3, ""23"": 2}"
MAR20_2361,train,1,1,"{""8"": 1}"
MAR20_2362,val,1,6,"{""7"": 6}"
MAR20_2363,train,1,6,"{""16"": 6}"
MAR20_2365,train,1,27,"{""19"": 27}"
MAR20_2368,train,1,3,"{""11"": 3}"
MAR20_2369,train,1,6,"{""15"": 3, ""20"": 3}"
MAR20_2370,train,1,3,"{""17"": 3}"
